Web link,Provider URN,Provider status,Provider type,Sector,Organisation name,Provider name,Provider address 1,Provider address 2,Provider town,Provider postcode,Local Authority,Region,Inspection Number,Inspection date,Inspection type group,Overall Effectiveness,Outcomes in education and related learning activities,How well children and young people are helped and protected,The impact and effectiveness of leaders and managers
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC438751,SC438751,Active,Children's Home,Voluntary,Action For Children,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Cambridgeshire,East of England,10050382,06/12/2018,Full inspection,Good,,Good,Requires improvement to be good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC439116,SC439116,Active,Children's Home,Private,Aspireone Care Ltd,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Trafford,North West,10050398,19/10/2018,Full inspection,Outstanding,,Outstanding,Outstanding
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC439535,SC439535,Active,Children's Home,Private,Pebbles Care,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North Yorkshire,"North East, Yorkshire and The Humber",10078803,24/10/2018,Full inspection,Requires improvement to be good,,Requires improvement to be good,Requires improvement to be good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC439882,SC439882,Active,Children's Home,Local Authority,Derbyshire County Council,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Derbyshire,East Midlands,10050400,11/10/2018,Full inspection,Outstanding,,Outstanding,Outstanding
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC441410,SC441410,Active,Children's Home,Private,Inspire Childrens Services Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,St Helens,North West,10050403,19/12/2018,Full inspection,Good,,Good,Good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC441591,SC441591,Cancelled,Children's Home,Private,Aspire Residential Care Home Ltd,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Birmingham,West Midlands,10051630,04/12/2018,Interim inspection,Not judged,,,
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC441591,SC441591,Cancelled,Children's Home,Private,Aspire Residential Care Home Ltd,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Birmingham,West Midlands,10080951,26/10/2018,Monitoring visit,,,,
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC441865,SC441865,Active,Children's Home,Voluntary,Shyne Together Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Nottinghamshire County Council,East Midlands,10051624,17/10/2018,Interim inspection,Declined effectiveness,,,
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC441865,SC441865,Active,Children's Home,Voluntary,Shyne Together Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Nottinghamshire County Council,East Midlands,10084129,29/11/2018,Monitoring visit,,,,
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC442402,SC442402,Active,Children's Home,Private,Roc Northwest Ltd,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Lancashire,North West,10050418,08/11/2018,Full inspection,Outstanding,,Good,Good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC442779,SC442779,Active,Children's Home,Local Authority,Warrington Borough Council,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Warrington,North West,10050413,05/12/2018,Full inspection,Outstanding,,Outstanding,Outstanding
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC443009,SC443009,Active,Children's Home,Private,Barnardiston Hall Preparatory School Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Suffolk,East of England,10050434,06/11/2018,Full inspection,Inadequate,,Inadequate,Inadequate
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC443009,SC443009,Active,Children's Home,Private,Barnardiston Hall Preparatory School Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Suffolk,East of England,10084555,11/12/2018,Monitoring visit,,,,
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC443708,SC443708,Active,Children's Home,Private,Physis Quantum Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Shropshire,West Midlands,10050454,18/10/2018,Full inspection,Outstanding,,Outstanding,Outstanding
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC444681,SC444681,Active,Children's Home,Voluntary,Nottinghamshire Ymca,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Nottingham,East Midlands,10050429,12/12/2018,Full inspection,Outstanding,,Good,Good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC446152,SC446152,Active,Children's Home,Private,Nh Care Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Birmingham,West Midlands,10050445,08/11/2018,Full inspection,Good,,Good,Requires improvement to be good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC446957,SC446957,Active,Children's Home,Voluntary,North East Autism Society,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Sunderland,"North East, Yorkshire and The Humber",10050437,28/11/2018,Full inspection,Outstanding,,Outstanding,Outstanding
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC447768,SC447768,Active,Children's Home,Private,Headway Adolescent Resources Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North Somerset,South West,10050441,07/11/2018,Full inspection,Good,,Outstanding,Outstanding
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC448598,SC448598,Active,Children's Home,Private,Broadwood Residential Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Windsor and Maidenhead,South East,10050453,20/11/2018,Full inspection,Inadequate,,Inadequate,Inadequate
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC448615,SC448615,Active,Children's Home,Local Authority,The Governing Body of Woodlands School,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Plymouth,South West,10050464,09/11/2018,Full inspection,Good,,Good,Good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC449307,SC449307,Active,Children's Home,Private,The Priory Group,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Hampshire,South East,10050498,21/11/2018,Full inspection,Outstanding,,Outstanding,Outstanding
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC450045,SC450045,Active,Children's Home,Local Authority,Norfolk County Council Children's Services,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Norfolk,East of England,10051625,30/11/2018,Interim inspection,Improved effectiveness,,,
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC450701,SC450701,Active,Children's Home,Private,Owned by an individual,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Northamptonshire,East Midlands,10050474,29/11/2018,Full inspection,Outstanding,,Good,Good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC452461,SC452461,Active,"Residential special school registered as a children's home
",Private,SES Turnstone Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Norfolk,East of England,10050459,15/11/2018,Full inspection,Inadequate,,Inadequate,Requires improvement to be good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC452461,SC452461,Active,"Residential special school registered as a children's home
",Private,SES Turnstone Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Norfolk,East of England,10085934,20/12/2018,Monitoring visit,,,,
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC452713,SC452713,Active,Children's Home,Private,Greenfields Adolescent Development Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South Gloucestershire,South West,10050460,28/11/2018,Full inspection,Good,,Good,Requires improvement to be good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC454266,SC454266,Active,Children's Home,Private,Cambian Childcare Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Middlesbrough,"North East, Yorkshire and The Humber",10082983,01/11/2018,Monitoring visit,,,,
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC454266,SC454266,Active,Children's Home,Private,Cambian Childcare Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Middlesbrough,"North East, Yorkshire and The Humber",10082513,25/10/2018,Monitoring visit,,,,
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC454484,SC454484,Active,Children's Home,Local Authority,Barnsley Metropolitan Borough Council,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Barnsley,"North East, Yorkshire and The Humber",10050477,01/11/2018,Full inspection,Good,,Good,Good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC454900,SC454900,Active,Children's Home,Local Authority,Plymouth City Council,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Plymouth,South West,10050483,13/12/2018,Full inspection,Good,,Good,Requires improvement to be good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC456149,SC456149,Active,Children's Home,Private,Bright Futures Care Limited T/A Cornerstones,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Warrington,North West,10050468,06/12/2018,Full inspection,Good,,Good,Good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC456157,SC456157,Active,Children's Home,Private,Bright Futures Care Limited T/A Cornerstones,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Warrington,North West,10050469,25/10/2018,Full inspection,Good,,Good,Good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC456417,SC456417,Active,Children's Home,Private,Good Foundations Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Cheshire West and Chester,North West,10050494,28/11/2018,Full inspection,Outstanding,,Outstanding,Outstanding
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC456477,SC456477,Active,Children's Home,Private,Cambian Childcare Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North Yorkshire,"North East, Yorkshire and The Humber",10050542,05/12/2018,Full inspection,Good,,Good,Good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC456537,SC456537,Active,Children's Home,Private,Bright Futures Care Limited T/A Cornerstones,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Warrington,North West,10050470,15/11/2018,Full inspection,Outstanding,,Outstanding,Outstanding
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC456543,SC456543,Active,Children's Home,Private,Cambian Childcare Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Rochdale,North West,10050530,12/12/2018,Full inspection,Good,,Good,Good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC456795,SC456795,Active,Children's Home,Private,Cambian Childcare Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Warrington,North West,10050513,28/11/2018,Full inspection,Outstanding,,Outstanding,Outstanding
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC456798,SC456798,Active,Children's Home,Private,Cambian Childcare Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Warrington,North West,10050514,13/12/2018,Full inspection,Good,,Good,Good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC456800,SC456800,Active,Children's Home,Private,Cambian Childcare Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Warrington,North West,10050515,19/10/2018,Full inspection,Good,,Good,Good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC456910,SC456910,Active,Children's Home,Private,Cambian Childcare Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Torbay,South West,10050549,11/12/2018,Full inspection,Good,,Requires improvement to be good,Good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC456911,SC456911,Active,Children's Home,Private,Cambian Childcare Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Cambridgeshire,East of England,10051643,18/12/2018,Interim inspection,Improved effectiveness,,,
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC456959,SC456959,Active,Children's Home,Private,Cambian Childcare Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Warrington,North West,10056257,04/10/2018,Full inspection,Requires improvement to be good,,Requires improvement to be good,Requires improvement to be good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC457012,SC457012,Active,Children's Home,Private,Cambian Childcare Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Essex,East of England,10050546,24/10/2018,Full inspection,Good,,Good,Requires improvement to be good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC457025,SC457025,Active,Children's Home,Private,Cambian Childcare Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Herefordshire,West Midlands,10050509,15/11/2018,Full inspection,Outstanding,,Outstanding,Outstanding
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC457074,SC457074,Active,Children's Home,Private,Cambian Childcare Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Herefordshire,West Midlands,10050488,10/10/2018,Full inspection,Good,,Good,Good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC457089,SC457089,Active,Children's Home,Private,Cambian Childcare Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Shropshire,West Midlands,10050517,07/11/2018,Full inspection,Good,,Good,Requires improvement to be good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC457137,SC457137,Active,Children's Home,Private,Cambian Childcare Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Devon,South West,10050563,09/10/2018,Full inspection,Requires improvement to be good,,Requires improvement to be good,Requires improvement to be good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC457308,SC457308,Active,Children's Home,Private,Cambian Childcare Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East Riding of Yorkshire,"North East, Yorkshire and The Humber",10050543,21/11/2018,Full inspection,Good,,Good,Good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC457318,SC457318,Active,Children's Home,Private,Cambian Childcare Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Torbay,South West,10050564,11/12/2018,Full inspection,Outstanding,,Outstanding,Outstanding
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC457327,SC457327,Active,Children's Home,Private,Cambian Childcare Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Somerset,South West,10050547,06/11/2018,Full inspection,Good,,Good,Good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC457430,SC457430,Active,Children's Home,Private,Cambian Childcare Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Hartlepool Borough,"North East, Yorkshire and The Humber",10050496,19/12/2018,Full inspection,Good,,Good,Good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC457501,SC457501,Active,Children's Home,Private,Cambian Childcare Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Cornwall,South West,10050565,22/11/2018,Full inspection,Good,,Good,Good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC457506,SC457506,Active,Children's Home,Private,Cambian Childcare Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Oldham,North West,10083894,08/11/2018,Full inspection,Requires improvement to be good,,Requires improvement to be good,Requires improvement to be good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC457553,SC457553,Active,Children's Home,Private,Cambian Childcare Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Devon,South West,10050566,19/10/2018,Full inspection,Requires improvement to be good,,Good,Good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC457923,SC457923,Active,Children's Home,Private,Cambian Childcare Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Herefordshire,West Midlands,10050489,19/10/2018,Full inspection,Good,,Good,Good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC458027,SC458027,Active,Children's Home,Private,Cambian Childcare Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Essex,East of England,10050533,15/11/2018,Full inspection,Outstanding,,Good,Outstanding
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC459168,SC459168,Active,Children's Home,Private,Cambian Childcare Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Norfolk,East of England,10086421,06/12/2018,Interim inspection,Declined effectiveness,,,
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC459934,SC459934,Active,Children's Home,Private,Quantum Care UK Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Derbyshire,East Midlands,10050580,03/10/2018,Full inspection,Requires improvement to be good,,Good,Inadequate
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC460063,SC460063,Active,Children's Home,Private,Cambian Childcare Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East Riding of Yorkshire,"North East, Yorkshire and The Humber",10051646,23/10/2018,Interim inspection,Not judged,,,
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC460740,SC460740,Active,Children's Home,Private,Owned by an individual,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Newham,London,10050617,09/10/2018,Full inspection,Requires improvement to be good,,Good,Requires improvement to be good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC461275,SC461275,Active,Children's Home,Private,Hillcrest Children's Services (2) Ltd,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Staffordshire,West Midlands,10050583,11/12/2018,Full inspection,Requires improvement to be good,,Good,Requires improvement to be good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC461450,SC461450,Active,Children's Home,Private,Harmony Childrens Services,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Kirklees,"North East, Yorkshire and The Humber",10050592,28/11/2018,Full inspection,Good,,Good,Good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC461865,SC461865,Active,Children's Home,Private,Heartwood RSW Ltd,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Redbridge,London,10089149,19/12/2018,Monitoring visit,,,,
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC462149,SC462149,Active,Children's Home,Private,Pathway Care Solutions Ltd,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Nottinghamshire County Council,East Midlands,10050577,07/11/2018,Full inspection,Good,,Good,Good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC462729,SC462729,Active,Children's Home,Private,Surecare Residential Ltd,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Essex,East of England,10050598,28/11/2018,Full inspection,Requires improvement to be good,,Requires improvement to be good,Requires improvement to be good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC463188,SC463188,Active,Children's Home,Private,Prestige Adolescent Care And Education Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Cheshire East,North West,10050606,16/11/2018,Full inspection,Outstanding,,Outstanding,Outstanding
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC463558,SC463558,Active,Children's Home,Private,The Serendipity Centre Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Hampshire,South East,10056224,10/10/2018,Full inspection,Requires improvement to be good,,Requires improvement to be good,Inadequate
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC463692,SC463692,Active,Children's Home,Local Authority,Milton Keynes Council,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Milton Keynes,South East,10050589,16/11/2018,Full inspection,Good,,Good,Good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC463852,SC463852,Active,Children's Home,Private,Horizon Care And Education Group Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Staffordshire,West Midlands,10050607,20/12/2018,Full inspection,Good,,Good,Good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC463926,SC463926,Active,Children's Home,Private,Bay View Child Care Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Lancashire,North West,10050601,17/10/2018,Full inspection,Outstanding,,Outstanding,Outstanding
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC464762,SC464762,Active,Children's Home,Local Authority,Walsall Metropolitan Borough Council,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Walsall,West Midlands,10050635,09/10/2018,Full inspection,Good,,Good,Requires improvement to be good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC464809,SC464809,Active,Children's Home,Private,Roc Northwest Ltd,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Lancashire,North West,10050608,12/12/2018,Full inspection,Good,,Good,Good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC464958,SC464958,Active,Children's Home,Private,Cambian Childcare Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Shropshire,West Midlands,10056431,10/10/2018,Full inspection,Good,,Good,Good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC465120,SC465120,Active,Children's Home,Private,What's Out There Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Devon,South West,10051666,20/12/2018,Interim inspection,Improved effectiveness,,,
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC465279,SC465279,Active,Children's Home,Health Authority,Northamptonshire Healthcare NHS Foundation Trust,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Northamptonshire,East Midlands,10050622,25/10/2018,Full inspection,Good,,Good,Good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC465634,SC465634,Active,Children's Home,Private,Active Ark Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Cumbria,North West,10050731,04/10/2018,Full inspection,Good,,Requires improvement to be good,Requires improvement to be good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC465940,SC465940,Active,Children's Home,Private,The Priory Group,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Somerset,South West,10050633,30/10/2018,Full inspection,Good,,Good,Requires improvement to be good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC467115,SC467115,Active,Children's Home,Private,Plus One (South West) Ltd,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Somerset,South West,10051656,17/10/2018,Interim inspection,Sustained effectiveness,,,
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC467268,SC467268,Active,Children's Home,Private,The Partnership of Care Today Children's Services,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Blackburn with Darwen,North West,10050641,16/11/2018,Full inspection,Good,,Good,Good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC467796,SC467796,Active,Children's Home,Voluntary,Birtenshaw - company number 02978546,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Bolton,North West,10050646,12/12/2018,Full inspection,Outstanding,,Outstanding,Outstanding
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC468315,SC468315,Active,Children's Home,Private,Chartwell Care Services Ltd,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Redbridge,London,10085625,22/11/2018,Interim inspection,Improved effectiveness,,,
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC469396,SC469396,Active,Children's Home,Private,Acorn Homes (uk) Ltd,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Kent,South East,10050670,18/10/2018,Full inspection,Requires improvement to be good,,Requires improvement to be good,Good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC469761,SC469761,Active,Children's Home,Private,Unity Residential Care Services,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Telford & Wrekin,West Midlands,10050647,21/11/2018,Full inspection,Good,,Good,Good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC470284,SC470284,Active,Children's Home,Private,Motivations Activity Projects Ltd,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Sandwell,West Midlands,10050644,04/12/2018,Full inspection,Good,,Good,Good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC470413,SC470413,Active,Children's Home,Private,Unity Residential Care Services,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Staffordshire,West Midlands,10057529,17/10/2018,Full inspection,Requires improvement to be good,,Good,Inadequate
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC470457,SC470457,Active,Children's Home,Private,Care And Management Services Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Birmingham,West Midlands,10050664,11/12/2018,Full inspection,Inadequate,,Inadequate,Inadequate
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC470513,SC470513,Active,"Residential special school registered as a children's home
",Local Authority,Wandsworth Borough Council,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Kent,South East,10050677,28/11/2018,Full inspection,Inadequate,,Inadequate,Inadequate
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC470797,SC470797,Active,Children's Home,Voluntary,Birtenshaw - company number 02978546,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Bolton,North West,10050645,15/11/2018,Full inspection,Good,,Good,Good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC470928,SC470928,Active,Children's Home,Local Authority,Nottingham City Council,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Nottingham,East Midlands,10050669,20/12/2018,Full inspection,Outstanding,,Outstanding,Outstanding
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC471038,SC471038,Active,Children's Home,Private,Cambian Childcare Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Plymouth,South West,10050661,15/10/2018,Full inspection,Outstanding,,Outstanding,Outstanding
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC471164,SC471164,Active,Children's Home,Private,Cambian Childcare Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Essex,East of England,10050693,03/10/2018,Full inspection,Good,,Good,Good
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC471178,SC471178,Active,Children's Home,Private,Dove Adolescent Services Limited,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Barnsley,"North East, Yorkshire and The Humber",10050657,12/12/2018,Full inspection,Outstanding,,Good,Outstanding
http://reports.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/CARE/SC471289,SC471289,Active,Children's Home,Voluntary,New Start,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Knowsley Metropolitan Borough Council,North West,10046890,13/12/2018,Interim inspection,Not judged,,,
